Eliminating terrorism from Pakistan is vital says JUI-F chief,April 1 2017
PPP has become Â‘Zardari PartyÂ’ it is no different from PML-N: Bhutto,April 1 2017
Govt taking concrete steps to overcome energy shortage: Raja Farooq,April 1 2017
Â‘Enemies of development to suffer humiliation in 2018 electionsÂ’,April 1 2017
Sardar Abdul Majeed replaces Khawaja as Sindh IGP,April 1 2017
Poor people compelled to starve due to increased poverty: Sarwar,April 1 2017
PAFÂ’s elite no 9 squadron declared twin of illustrious royal air force troop,April 1 2017
109 suspects detained in various operations,April 1 2017
Court issues arrest warrant for Raja Pervez Ashraf,April 1 2017
Load-shedding escalates as shortfall reaches 5000MW,April 1 2017
Nisar tells FIA to investigate poor performing medical colleges,April 1 2017
Sindh govt writes to Islamabad for replacement of IG Sindh,April 1 2017
PM undergoes medical checkup in Lahore,April 1 2017
India involved in IOK brutalities: Fatemi,April 1 2017
Iran proposes to mediate between Pakistan India over Kashmir,April 1 2017
Julie Ward seeks global campaign for Kashmir,April 1 2017
Negative elements in Pakistan India don’t want talks: Abdul Basit,April 1 2017
Imran Khan meets General Qamar Bajwa,April 1 2017
Punjab Rangers apprehend two in Sihala recover arms and ammunition,April 1 2017
Anarkali Bazaar fire extinguished after 9 hours,April 1 2017
Panama Papers: Developments in the year,April 1 2017
Well-educated people refusing polio bemuses officials,April 1 2017
Parachinar protest concludes in successful negotiations,April 1 2017
Two bogies of Khushal Express catch fire near Sehwan,April 1 2017
Petrol diesel price up by Rs1 per litre,April 1 2017
Non-bailable arrest warrants issued for Farooq Sattar Altaf Hussain,April 1 2017
Parachinar bleeds again,April 1 2017
SBP forecasts higher GDP growth in FY17,April 1 2017
Naval chief confers military awards on PN personnel,April 1 2017
PEMRA’s budget for  2017-18 okayed,April 1 2017
IHK experiences fresh upsurge  in violence illegal detentions,April 1 2017
India shedding NFU under Hindutva agenda dangerous: Gen Ehsan,April 1 2017
Birthday  anniversary of Shah Abdul Latif Bhittai celebrated at SALU,April 1 2017
Prices of daily use commodities soar in Dadu district,April 1 2017
Confrontation between  police and JI activists jams Shrah-e-Faisal,April 1 2017
Passport  condition relaxed at Torkham  border,April 1 2017
QMobile M6 in Power — LIVE experience at QMobile Bridal Couture Week 2017,April 1 2017
Imran Khan meets army chief,April 1 2017
Leather exports decline 6.36% to $8.2bn in July-Feb 2017 on dull steps by ministries FBR,April 1 2017
Shikarpur witnesses prolonged  power outage,April 1 2017
Karachi commander takes charge,April 1 2017
Mirpur khas police recover cell phones from examination centres,April 1 2017
3000 households to get solar energy in Tharparkar,April 1 2017
Electronic media’s blackout of Parachinar protests criticised on social media,April 1 2017
Mirpurkhas police recover cell phones from examination centres,April 1 2017
Two infants nine others injured in accident,April 1 2017
Negative elements in Pakistan India don’t want talks: Abdul Basit,April 1 2017
Imran Khan meets General Qamar Bajwa,April 1 2017
Punjab Rangers apprehend two in Sihala recover arms and ammunition,April 1 2017
Anarkali Bazaar fire extinguished after 9 hours,April 1 2017
Panama Papers: Developments in the year,April 1 2017
Well-educated people refusing polio bemuses officials,April 1 2017
Parachinar protest concludes in successful negotiations,April 1 2017
Two bogies of Khushal Express catch fire near Sehwan,April 1 2017
Petrol diesel price up by Rs1 per litre,April 1 2017
Non-bailable arrest warrants issued for Farooq Sattar Altaf Hussain,April 1 2017
Parachinar bleeds again,April 1 2017
SBP forecasts higher GDP growth in FY17,April 1 2017
Naval chief confers military awards on PN personnel,April 1 2017
PEMRA’s budget for  2017-18 okayed,April 1 2017
IHK experiences fresh upsurge  in violence illegal detentions,April 1 2017
India shedding NFU under Hindutva agenda dangerous: Gen Ehsan,April 1 2017
Birthday  anniversary of Shah Abdul Latif Bhittai celebrated at SALU,April 1 2017
Prices of daily use commodities soar in Dadu district,April 1 2017
Confrontation between  police and JI activists jams Shrah-e-Faisal,April 1 2017
Passport  condition relaxed at Torkham  border,April 1 2017
QMobile M6 in Power — LIVE experience at QMobile Bridal Couture Week 2017,April 1 2017
Imran Khan meets army chief,April 1 2017
Leather exports decline 6.36% to $8.2bn in July-Feb 2017 on dull steps by ministries FBR,April 1 2017
Shikarpur witnesses prolonged  power outage,April 1 2017
Karachi commander takes charge,April 1 2017
Mirpur khas police recover cell phones from examination centres,April 1 2017
3000 households to get solar energy in Tharparkar,April 1 2017
Electronic media’s blackout of Parachinar protests criticised on social media,April 1 2017
Mirpurkhas police recover cell phones from examination centres,April 1 2017
Two infants nine others injured in accident,April 1 2017
Girls outshine boys in middle primary exams,April 1 2017
Military courts get new lease of  life,March 31 2017
Girls outshine boys in middle primary exams,March 31 2017
CPEC gateway to prosperity says NHMP IG,March 31 2017
Out-of-turn LHC promotions: plea admitted to regular hearing,March 31 2017
Jhagra highlights importance of technical education,March 31 2017
COAS visits counter terrorism centre in Pabbi,March 31 2017
City to have four more driving schools,March 31 2017
Siraj condemns Parachinar blast,March 31 2017
Military courts to be functional for another two years,March 31 2017
SHC orders inclusion of Sikhism columns in census form,March 31 2017
KP governor condemns Parachinar blast,March 31 2017
COAS meets with foreign military teams participating in PATS,March 31 2017
SHC directs govt not to issue Dr Asim a duplicate passport,March 31 2017
CM corps commander discuss security situation operation Radd-ul-Fasaad,March 31 2017
Public’s money being spent on masses’ wellbeing: Shehbaz,March 31 2017
Foolproof security arrangements for Friday prayers in Lahore,March 31 2017
‘PML-N intentionally left KP to expose other leaders’,March 31 2017
Citizen challenges Nawaz Shehbaz’s eligibility in LHC,March 31 2017
Six rockets fired from unknown direction at Turbat,March 31 2017
PEMRA fines a private channel for airing indecent content,March 31 2017
Police arrest JI Karachi leader,March 31 2017
Nawaz Shairf condemns Parachinar blast,March 31 2017
IHC directs action against blasphemous content,March 31 2017
Human Right activists urge govt to bring Aafia home,March 31 2017
2000 teachers await promotions in Rawalpindi,March 31 2017
Federal government cannot intimidate PPP leaders through victimisation: Bilawal,March 31 2017
Raddul Fasaad: ‘High-value’ terrorists killed,March 31 2017
Punjab govt seeks particulars of cardiac hepatitis patients to provide them medicines,March 31 2017
Sindh IGP issues high alert after Parachinar blast,March 31 2017
Zardari condemns Parachinar blast,March 31 2017
22 killed dozens wounded in a blast in Parachinar,March 31 2017
PEMRA imposes five-day ban on Geo show for airing objectionable content,March 31 2017
Green Line bus service to be inaugurated in May,March 31 2017
UK commends Pakistan Air Force’s role in war against terrorism,March 31 2017
SBP unveils commemorative coin to honour Edhi,March 31 2017
Couple booked for attacking polio vaccination team,March 31 2017
Yasin Malik extols sacrifices of martyred Kashmiri leaders,March 31 2017
President Mamnoon signs 28th constitutional amendment bill,March 31 2017
Nine killed in road accidents in Punjab,March 31 2017
Bannu jailbreak planner executed,March 31 2017
RWP Food Branch slaps Rs0.2mn fine on food outlets,March 31 2017
Second block of phase-1 of census underway in 63 districts,March 31 2017
5 killed 20 injured as bus collides with container in Faisalabad,March 31 2017
24 killed 90 injured in Parachinar blast,March 31 2017
One killed another injured in road accident,March 31 2017
Rangers recover arms buried in Karachi graveyard,March 31 2017
Man kills wife shoots two children,March 31 2017
Loadshedding registers increase across country,March 31 2017
Pakistan picking up tab for India’s terrorism,March 31 2017
Russian inroads in Waziristan,March 31 2017
Five ‘terrorists’ gunned  down in Gujrat operation,March 31 2017
‘Peace in Afghanistan vital to peace in Pakistan’,March 31 2017
Another landmark  in indigenisation and self reliance,March 31 2017
Mehsud appointed as KP IG,March 31 2017
PPP uses Sindhi leaders to overpower Sharifs,March 31 2017
Pakistani among three freed by S Sudan rebels,March 31 2017
‘38% women workers in rural areas are not paid’,March 31 2017
Baloch Regiment is close to top general’s heart,March 31 2017
‘Follow in Nigar’s footsteps to  make world a better place’,March 31 2017
LeJ kills Nobel  Laureate Abdus  Salam’s relative,March 31 2017
Terrorist behind  Bannu jailbreak  hanged in Kohat,March 30 2017
Militant behind Bannu jail attack executed,March 30 2017
SALU to hold workshop on ‘writing effective post-doctoral research proposal’,March 30 2017
LTC extends B-05 bus route,March 30 2017
SHC bench refuses to hear Dr Asim’s application,March 30 2017
Marriyum Aurangzeb vows to protect rights of journalists,March 30 2017
Govt’s policies put Pakistan on the path of rapid progress: Muqam,March 30 2017
‘Changing uniform instead of police culture is illogical’,March 30 2017
PTA be given clearance to block websites containing blasphemous content: Yousuf,March 30 2017
Water shortage hits Islamabad,March 30 2017
96 cartridges recovered from MQM MNA at Islamabad Airport,March 30 2017
Trunkwala’s acacia golf club inaugurated,March 30 2017
Sharjeel Memon refutes rumours of PPP PML-N ‘alliance’,March 30 2017
Census process successfully completed in districts across country: reports,March 30 2017
Afghan-led reconciliation process required to ensure peace in Afghanistan: Envoy,March 30 2017
Pakistan navy ready to defend maritime borders: Naval Chief,March 30 2017
Shehbaz discusses 1320 MW-Sahiwal Coal Power Project with Chinese delegation,March 30 2017
CPEC major development on economic front: Aizaz,March 30 2017
Committed to maintaining economic ties with Bahrain: Dastgir,March 30 2017
Qadri Zardari discuss overall situation in country on phone,March 30 2017
Pakistan urges UN to take notice of grave HR violations in IOK,March 30 2017
SHRC Chief inspects hospitals in Sindh,March 30 2017
74 suspects held during search operations in Multan Lodhran,March 30 2017
Visa policy being streamlined for business with Bahrain: Javed Malik,March 30 2017
Musharraf’s fan following awaits his return,March 30 2017
House burgled four looted at gunpoint,March 30 2017
SC acquits man accused of murder after eight years,March 30 2017
Dry weather likely to prevail in most parts of country,March 30 2017
Major terror bid to target Khushal Khan Khattak express foiled,March 30 2017
Zardari takes credit for empowering Sharifs,March 30 2017
‘Pro-India parties strengthening forced occupation’,March 30 2017
PM yet to enforce decision to raise warning size to 85% on cigarette packs,March 30 2017
‘Saudi-led alliance will bring stability to Muslim world’,March 30 2017
SECP files criminal  case against ‘insider’     rtr5,March 30 2017
PSX holds event to recognise gender mainstreaming agenda,March 30 2017
Child hurt as twin bombings rock Khyber,March 30 2017
Ufone enhances 3G spectrum services in Karachi,March 30 2017
Son kills father  in Jacobabad    ryrtg,March 30 2017
We were right about Haqqani: Army,March 30 2017
PM offers Bahrain piece of CPEC pie,March 30 2017
PPP and PML-N are  brothers-in-arms: Imran,March 30 2017
Banking Court issues warrants against 19 defaulters including six women,March 30 2017
Civilians have a greater responsibility to make operation Radd-ul-Fasaad  a success,March 30 2017
Pak-Afghan Joint Committee lays emphasis on people-to- people contact,March 30 2017
Pak-Afghan Joint Committee lays emphasis on people-to-people contact,March 30 2017
Nawaz Sharif policies have become threat to federation Bilawal,March 30 2017
Son kills father in Jacobabad,March 30 2017
Army breaks silence over US visa uproar,March 30 2017
Zardari smuggled billions of rupees to foreign countries alleges Jatoi,March 30 2017
PPP PML-N have cut deal to save each other: Imran,March 30 2017
IHC stops extradition of US citizen accused of terror plot,March 29 2017
SECP files criminal case against ‘insider’,March 29 2017
PSX conducts gong ceremony to recognise gender mainstreaming,March 29 2017
PM invites Bahraini investors to explore opportunities in Pakistan,March 29 2017
CPEC to usher in revolution in national economy technology: President Mamnoon,March 29 2017
Six Pakistanis recognized among top one percent of global tech talent,March 29 2017
WAPDA secures unprecedented local financing of Rs144bn for Dasu Project,March 29 2017
AkzoNobel Pakistan and WCLA seek partnership for restoration of Food Street,March 29 2017
Indian forces killing innocent civilians under a plan: Hurriyet leadership,March 29 2017
CM approves plan to allot 600 new buses to Karachi,March 29 2017
SC bans unregistered Qingqi rickshaws,March 29 2017
Thirty percent MQM-P workers still have emotional affiliation with Altaf: Farooq Sattar,March 29 2017
First phase of countrywide census concludes,March 29 2017
Woman set ablaze by in-laws over domestic issue in Gujranwala,March 29 2017
CM announces Rs2.5b package for Lodhran,March 29 2017
Man sentenced to the gallows for wife’s murder,March 29 2017
Romania expresses desire to be part of CPEC,March 29 2017
Divided Senate approves bill to revive military courts,March 29 2017
US Consulate organises female field hockey event,March 29 2017
120 USAID-funded schools not yet established in Sindh,March 29 2017
Officials to keep pensionary benefits and perks: SC,March 29 2017
Action taken  on 340 human rights cases in Sindh: Rizvi,March 29 2017
Liaquat Jatoi advises  Zardari not to contest  election in Punjab,March 29 2017
LHC orders BZU sub-campus reopened,March 29 2017
MQM-P stages token walkout from  Sindh Assembly,March 29 2017
`Navratri Ghatasthapana  and Cheti Chand festivals celebrated in Sindh,March 29 2017
PPP plans to say goodbye to ‘reconciliation policy’,March 29 2017
Government urged to devise policy to root out extremism,March 29 2017
Lahore corps commander lauds medical corps role,March 29 2017
Huge cache of weapon seized,March 29 2017
CPSP arranges training course for medics,March 28 2017
Character of lawmakers should be spotless: CJP,March 28 2017
District admin comes out of slumber 175 profiteers arrested,March 28 2017
CM takes a swipe at his political opponents,March 28 2017
COAS says army has become battle-hardened by fighting terrorists,March 28 2017
Reply sought on plea seeking implementation of NAP,March 28 2017
PML-N superbly tackled the challenge of terrorism claims Maryam Aurangzeb,March 28 2017
Pakistan China’s friendship is soaring to new heights: Nawaz Sharif,March 28 2017
MQM-P stages token walkout from Sindh Assembly,March 28 2017
Romania expresses desire to become part of CPEC,March 28 2017
PSM employees to get Dec 2016 salary soon,March 28 2017
President for greater focus on early childhood care and education,March 28 2017
‘Bad governance is the root of all national evils’,March 28 2017
PAC body tells NAB to probe land purchase in Bara Kahu,March 28 2017
Navratri Ghatasthapana and Cheti Chand festivals celebrated in Sindh,March 28 2017
NAB deputy chief approaches IHC against FIA proceedings,March 28 2017
‘NFC should be linked to implementation of SDG targets’,March 28 2017
Selling donated blood is a non-pardonable offence: CJP,March 28 2017
Political alliance with PPP to be decided in party meeting: Kamil,March 28 2017
Imran criticizes Saad Rafique after Sheikhpura accident,March 28 2017
Shehbaz Sharif inaugurates e-Rozgar scheme,March 28 2017
‘Experience gained in war on terror made Pakistani Army invincible’,March 28 2017
Other parties to witness PML-N’s strength in 2018 elections: Shehbaz Sharif,March 28 2017
Clashes kill four civilians killed in Kashmir,March 28 2017
Military courts’ extension approved by Senate,March 28 2017
Three fake food Inspectors arrested,March 28 2017
Sindh opposes federal govt’s move to initiate 97 natural gas expansion schemes,March 28 2017
Hike in fee prices of books uniform causes agony for parents,March 28 2017
PEMRA directs Aamir Liaquat to apologise on air,March 28 2017
Robbers loot Tarnol post office in capital,March 28 2017
ADB expresses intent to finance RWP Ring Road,March 28 2017
Oppression forces youth to join armed struggle: Mirwaiz,March 28 2017
Bus-truck collision in Lahore injures 10,March 28 2017
AIOU extends admissions’ deadline till April 7,March 28 2017
Two alleged TTP terrorists arrested in Sialkot,March 28 2017
Students deprived of electricity during matric exams in Karachi,March 28 2017
Indian SC questions use of pellet guns in Kashmir,March 28 2017
Father kills daughter for ‘honour’,March 28 2017
Railways minister should be ashamed of  repeated train accidents: Imran Khan,March 28 2017
Court extends interim bail of  NAB deputy chairman,March 28 2017
Train collides with oil tanker in Sheikupura two killed,March 28 2017
AJK to develop comprehensive plan for milk meat production,March 28 2017
Pakistan South Africa sign defence cooperation MoU,March 28 2017
Ayaz Sadiq wants diverse ties with Turkey,March 28 2017
Two terrorists linked with Daesh arrested in Sialkot,March 28 2017
Search operation: Police recover weapons from five suspects,March 28 2017
CPEC centre of excellence launched,March 28 2017
Peace returning to country as terrorists’ backbone broken,March 28 2017
Passenger train collides with oil tanker; two killed 6 injured,March 28 2017
Pakistan Post suffered a loss of Rs 460.8m in three years,March 28 2017
Pakistani jailed in Germany over ‘spying for Iran’,March 28 2017
Low quality flour bags cost  Rs 90b over last 3 years,March 28 2017
SSIC employees protest against non-payments of their salaries,March 28 2017
Meeting held to expedite training placement of youth,March 28 2017
‘New maritime policy and renewal of navy need of the hour’,March 28 2017
Ashrafi vows to continue fight against terrorism and  sectarian violence,March 28 2017
CPEC a ‘beacon of light’ for entire region:  Dr Wang,March 28 2017
Punjab Minister flays FBR for raiding  business premises,March 28 2017
‘Canada values Pakistan’s  sacrifices in war  on terror’,March 28 2017
International Textile Garments Machinery Trade Fair begins on March 28th,March 28 2017
Lahore’s biggest food fest to finally commence from 31st,March 27 2017
Kaleem Shaukat promoted to vice admiral,March 27 2017
‘Canada values Pakistan’s sacrifices in war on terror’,March 27 2017
Greenback remains flat versus the rupee,March 27 2017
Attacks on schools devastate education in Pakistan: HRW,March 27 2017
Ashrafi vows to continue fight against terrorism and sectarian violence,March 27 2017
JI for transparency in 2018 elections,March 27 2017
IJT protests against ‘discriminatory’ attitude of police,March 27 2017
SBP directs banks to enhance their presence in remote areas of country,March 27 2017
Human genome mapping machine at PCMD,March 27 2017
NAB officers to receive training to solve ‘white collar crimes’,March 27 2017
Hong Kong should not have refused to play in Pakistan: ATF President,March 27 2017
AIOU prepares roadmap to promote childcare,March 27 2017
Security forces’ sacrifice is inspiring: Corps Commander,March 27 2017
Shehbaz Sharif takes a jibe at PPP,March 27 2017
Not here to accumulate wealth: Khattak,March 27 2017
LHC seeks explanation from PM for authorising FM to issue supplementary budget,March 27 2017
Illegal housing societies to get minor relaxation,March 27 2017
CM Punjab takes notice of price surge on eatables,March 27 2017
Five Afghan nationals arrested in Islamabad,March 27 2017
Pakistan Railways to renovate 31 more stations,March 27 2017
Khursheed slams government over price hike,March 27 2017
FB removes 85pc blasphemous content on Pakistan’s request ministry tells IHC,March 27 2017
‘More gas supply to Punjab is an attempt to buy elections’,March 27 2017
Police arrest 35 kite flyers during crackdown,March 27 2017
Tahirul Qadri admitted in Toronto hospital,March 27 2017
Three children die due to roof collapse in Malakand,March 27 2017
PU reopens four days after student clash,March 27 2017
Passport office in Bajaur reopens after a decade,March 27 2017
Custodian warns of protests if Lal Shahbaz Qalandar shrine security not increased,March 27 2017
The battle for Karachi,March 27 2017
Tharparkar journalists trained  on disaster risk reduction,March 27 2017
Sixty skilled students get tool kits from Sindh governor,March 27 2017
PM addresses workers in Hyderabad today,March 27 2017
PPP begins ‘groundwork’  for 2018 general elections,March 27 2017
Pakistan arrests 100 Indian fishermen,March 27 2017
Rabbani to oppose military  courts bill in Upper House,March 27 2017
Why border fencing may not work,March 27 2017
‘Nisar is soft on ‘Panama Sharifs’ hard on cricketers’,March 27 2017
PM Sharif should have visited Sindh much earlier: Murad,March 27 2017
Senior TTP leader killed  in Afghan drone hit: US,March 26 2017
Prices  of textbooks to witness 5% to 10% increase,March 26 2017
Two muggers killed in police ‘encounter’,March 26 2017
Prices of chicken tomato go sky-high,March 26 2017
Flower exhibition attracts Lahoris in droves,March 26 2017
Grenade attack in Karachi injures 12,March 26 2017
NCA holds BoGs’ meeting to fill vacant posts despite court order,March 26 2017
100 Indian fishermen arrested by Pakistani forces,March 26 2017
SBI chairwoman holds talks with Chinese investors,March 26 2017
Prices of textbooks to witness 5% to 10% increase,March 26 2017
Hepatitis filter clinics to be set up across Punjab,March 26 2017
Nawaz Sharif to arrive in Hyderabad on Monday,March 26 2017
PM’s youth training programme second phase to be started,March 26 2017
PPP to let parties know what elections really mean in 2018: Zardari,March 26 2017
Zardari summons PPP ticket holders meetings,March 26 2017
Raheel Sharif allowed to lead Muslim states’ military alliance: Khawaja Asif,March 26 2017
India to seal border with Pakistan by 2018,March 26 2017
PML-N’s performance only visible in ads: Pervez Elahi,March 26 2017
Leading military alliance could make Raheel a controversial figure: Baloch,March 26 2017
Border management with Afghanistan critical for peace: Zardari,March 26 2017
Sharjeel Memon denounces Nisar for not including Sharifs’ name in ECL,March 26 2017
Failure to settle circular debt will leave PSO bankrupt: ICCI ex-president,March 26 2017
Purple Day observed to raise awareness about epilepsy,March 26 2017
Country put on path of progress under Nawaz’s leadership: Rana Tanveer,March 26 2017
Participation in by-polls a betrayal to martyrs of Kashmir struggle: Gilani,March 26 2017
Student held by police for cheating in examination,March 26 2017
AIOU to hold first ever national conference on childcare,March 26 2017
Violence Against Women Centre launched in Multan,March 26 2017
LEAs apprehend 41 in Peshawar Hangu search operations,March 26 2017
Rawalpindi to setup two additional police stations,March 26 2017
Bodies of three victims of Sehwan blast not found yet,March 26 2017
MEPCO condemned for sacking 10 sub-division officers,March 26 2017
OIC body to visit Pakistan AJK next week,March 26 2017
Head constable on census duty shot dead in DI Khan,March 26 2017
Lecture on ‘Current situation of Madarssas in Pakistan and their Future’ held at SALU,March 26 2017
Two women and  a child among 5 killed for honour,March 26 2017
‘Country where cafe culture is chained but extremists are free’,March 26 2017
Pak-Afghan border fencing commences,March 26 2017
Raheel gets green light to head Saudi alliance,March 26 2017
Appointments of dozens of employees in Sindh Health Dept bogus SC informed,March 26 2017
War on terror will continue  till end of menace: Mamnoon,March 26 2017
Lok Virsa screens ‘Once Upon a Time in Anatolia’,March 26 2017
Pak Army has always supported national development: Sadiq Ali,March 26 2017
‘Bad days of Baloch are over’,March 26 2017
Woman dies after being stabbed by husband,March 26 2017
IPHRC team to visit Pakistan Kashmir to assess human rights situation,March 26 2017
No decision taken regarding electoral alliance: Ch Shujjat,March 26 2017
Ch Parvez Elahi criticises Shehbaz Sharif on welfare projects,March 26 2017
SC told action taken against 88 ‘ghost’ employees,March 26 2017
‘Honour’ killing takes five more lives in Pakistan,March 26 2017
KP govt to recruit special force for CPEC security,March 25 2017
President praises armed forces for protecting Pakistan proficiently,March 25 2017
Eight-member parliamentary delegation to visit Turkey,March 25 2017
Man kills daughter with an axe over illicit relation,March 25 2017
CTD arrests two terrorists from Peshawar,March 25 2017
Engineers Association protests against MEPCO for terminating SDOs,March 25 2017
Three people shot dead for honour in Khairpur,March 25 2017
PED gives go ahead for appointment of 80000 teachers,March 25 2017
Pakistan rejects US rights report,March 25 2017
Pakistan heading towards economic transformation: Aizaz,March 25 2017
Guidance centres to be established at highways,March 25 2017
NADRA develops software to allow expatriates to vote,March 25 2017
Work on two nuclear power projects in Karachi in full swing,March 25 2017
National Assembly approves revival of military courts,March 25 2017
Intl investors reposing full confidence in Pakistan’s economy: Marriyum,March 25 2017
COAS reviews security arrangements at Pak-Afghan border,March 25 2017
Merit good governance and justice non-existent in Pakistan: Chaudhry Sarwar,March 25 2017
Certain elements don’t want Balochistan to prosper: Nisar,March 25 2017
Jhagra stresses need for quality education system,March 25 2017
Female student abducted at gun point,March 25 2017
PU installs biometric machines in all hostels,March 25 2017
11 suspects detained during search operation,March 25 2017
Tharparkar: Police recover 66 ‘bonded labourers’ at farm of former MNA,March 25 2017
Youth fully aware of prevailing political situation in country: Waseem Badami,March 25 2017
Apart from immediate reforestation we must plan for clean energy today: Imran Khan,March 25 2017
Pakistan allows Gen (r) Raheel Sharif to head Saudi alliance,March 25 2017
CM inaugurates Violence against Women Centre in Multan,March 25 2017
China ready to take CPEC forward with Pakistan,March 25 2017
Fake liquor factory seized in capital,March 25 2017
LEAs detain 36 suspects in Peshawar,March 25 2017
PEMRA issues notice to TV channel,March 25 2017
Farooq Sattar condemns Altaf’s appeal to Modi,March 25 2017
Envoys vow to protect sanctity  of Islam Holy Prophet (SAW),March 25 2017
‘No miscreants on this side of LoC’,March 25 2017
Courts always favoured  Sharif family: Zardari,March 25 2017
Pakistan to attend Afghan peace conference in Russia next month,March 25 2017
Nawaz inaugurates Forest Services Academy Murree,March 25 2017
PM’s daughter to contest on  two NA seats in 2018,March 25 2017
SHC asks counsel for PPP if plea  is maintainable,March 25 2017
Taste of traditional milk-made sweets of Larkana still maintained,March 25 2017
Police recover 66 bonded labourers from agriculture farm of former MNA,March 25 2017
Govt to take measures for revival of steel mills Baloch,March 25 2017
World Tuberculosis Day observed,March 25 2017
Early migration expected if Thar receives no rain,March 25 2017
JI rejects power tariff announces protest drive against KE NEPRA,March 25 2017
PPP hits back in row  over US citizens’ visas,March 25 2017
Pakistan ranked fourth in TB cases,March 25 2017
‘Strategy needed against emerging challenges in Indian Ocean Region’,March 25 2017
Syria rebel group riots in Damascus peace talks in Geneva,March 25 2017
Free hepatitis screening for students staff of Danish schools,March 25 2017
Five food switches that can give your body a boost as sun comes out,March 24 2017
Afghan’s plea to restore CNIC dismissed,March 24 2017
Punjab China agree to boost cooperation in diverse fields,March 24 2017
VU staff awaits service structure for last 15 years,March 24 2017
LHC judge refuses to hear appeals of 11 sacked judges,March 24 2017
SC orders Sindh chief secy to probe Rs 105bn embezzlement,March 24 2017
PPP hits back in row over US citizens’ visas,March 24 2017
Man tortures wife to death over domestic dispute,March 24 2017
UN chief recognises Pakistan’s contributions to a better world,March 24 2017
We were expecting the ‘leaked’ letter says Farhatullah Babar,March 24 2017
Nisar felicitates Tehmina Janjua on becoming first female foreign secretary,March 24 2017
PM stresses Pak-Sri Lankan collaboration to achieve SAARC objectives,March 24 2017
Blood donation camp to be setup at KCCI tomorrow,March 24 2017
Yasin Malik shifted back to jail after check-up in Srinagar hospital,March 24 2017
Pakistan Day celebrated in Singapore with fervour and zeal,March 24 2017
Motorway Police apprehend two for smuggling nine gallons of liquor,March 24 2017
Karachi police recover infant abducted from hospital,March 24 2017
Government has become land mafia: SC,March 24 2017
Price of chicken in Peshawar escalates beyond reach of common man,March 24 2017
UN chief praises Pakistan’s role in promoting global peace security,March 24 2017
COAS visits LoC reiterates resolve to ensure protection and security,March 24 2017
PU places ban on holding events on campus,March 24 2017
Maryam Nawaz to contest for two NA seats in next general elections,March 24 2017
Media’s role in promoting science and scientific education in Pakistan,March 24 2017
Two killed one injured in firing incidents,March 24 2017
Gillani tells it all,March 24 2017
‘Govt should constitute commission to probe Hussain Haqqani issue’,March 24 2017
Extortionists kill security guard of private housing society,March 24 2017
Tortured Larakana student speaks after surgery,March 24 2017
Four killed in target killing torture incidents in Karachi,March 24 2017
LDA conducts operation against illegal construction,March 24 2017
Three die as car plunges into river Panjkora,March 24 2017
Polling in Ziarat’s PB-7 constituency to begin on Sunday,March 24 2017
Infant kidnapped from hospital,March 24 2017
Gillani granted visa issuing authorities to Haqqani,March 24 2017
Thousands of houses not counted by census authorities: Sattar,March 24 2017
UN Secretary General Guterres participates in Pakistan Day celebrations,March 24 2017
India jeopardising  stability in region,March 24 2017
Govts come and go but PPP ‘will never die’,March 24 2017
Kashmir cause deeply injected into PPP ideology: Bilawal,March 24 2017
Pakistani ‘drug trafficker’ among two convicted  by Saudi Arabia,March 24 2017
PAF Academy Risalpur named after Asghar Khan,March 24 2017
Ready to  build  ties sans shadow  of terror: India,March 24 2017
Dry spell to persist in most areas of Pakistan,March 24 2017
Madrassa teacher subjects student to gruesome torture,March 24 2017
Malala’s concern over a journalist’s story,March 24 2017
Pakistan Coast Guard organises boat race on Pakistan Day,March 24 2017
Ready to build ties sans shadow of terror: India,March 24 2017
‘Pakistan Navy holds martyrs in high esteem’,March 24 2017
‘Pakistan’s defence is impregnable’,March 24 2017
IG seeks report of blasts on railway tracks,March 23 2017
Pakistan Day celebrated in China,March 23 2017
China felicitates Pakistan on 77th Resolution Day,March 23 2017
Boundless enthusiasm blankets Bahawalpur on Pakistan Day,March 23 2017
Maryam Nawaz among 100 influential daughters of heads of state,March 23 2017
Bilawal wants Pakistan to become a model Muslim nation,March 23 2017
Pakistan Day celebrated with enthusiasm,March 23 2017
‘Pakistan is a ray of hope for Muslims across the world’,March 23 2017
Military parade in capital marks Pakistan Day celebrations,March 23 2017
‘Let’s pledge against surrendering judicial space to military courts’,March 23 2017
Bilawal grieved over Khwaja Mohammad Awan’s death,March 23 2017
Pakistan shows concern over Hurriyet leaders’ detention,March 23 2017
Indian president wishes Pakistan on Pakistan Day,March 23 2017
Pakistan Day: Rangers distribute sweets at Wagah,March 23 2017
Key suspect of Rajanpur rape case arrested,March 23 2017
Pak-Afghan cooperation crucial to elimination of terrorism: Abrar Hussain,March 23 2017
Uncertainty looms as next round of water talks with India approaches,March 23 2017
PAF contingent takes over guard duties at Mazar-e-Iqbal,March 23 2017
Zardari expresses outrage over NAB case against him,March 23 2017
President PM urge nation to work for unity on Pakistan Day,March 23 2017
Military parade underway in capital as Pakistan day celebrations begin,March 23 2017
‘Self-medication for viral eye infections can be complicated’,March 23 2017
World Water Day celebrated in Badin,March 23 2017
Fazl and Achakzai call on PM,March 23 2017
Former CJP and son lectured for jumping the queue,March 23 2017
